,a,between,in,nor,some,upon,about,both,including,nothing,somebody,us,above,but,inside,of,someone,used,after,by,into,off,something,via,all,can,is,on,such,we,although,cos,it,once,than,what,am,do,its,one,that,whatever,among,down,latter,onto,the,when,an,each,less,opposite,their,where,and,either,like,or,them,whether,another,enough,little,our,these,which,any,every,lots,outside,they,while,anybody,everybody,many,over,this,who,anyone,everyone,me,own,those,whoever,anything,everything,more,past,though,whom,are,few,most,per,through,whose,around,following,much,plenty,till,will,as,for,must,plus,to,with,at,from,my,regarding,toward,within,be,have,near,same,towards,without,because,he,need,several,under,worth,before,her,neither,she,unless,would,behind,him,no,should,unlike,yes,below,i,nobody,since,until,you,beside,if,none,so,up,your,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,word count,avg word length,avg sentence length - words,avg sentence length - chars,char count,uchar count,achar count,dig count,ws count,schar count,sword count,bword count,filename
10,12.0,1.0,18.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,21.0,2.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,12.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,236.0,39.0,70.0,70.0,250.0,41.0,59.0,143.0,183.0,5.0,16.0,109.0,41.0,161.0,149.0,51.0,2.0,113.0,195.0,218.0,46.0,7.0,30.0,8.0,50.0,1.0,499.0,4.595190380761523,23.761904761904763,109.19047619047619,2878.0,70.0,2293.0,0.0,508.0,585.0,282.0,217.0,g_quillbot.txt
11,10.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,17.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,187.0,26.0,68.0,74.0,261.0,58.0,38.0,92.0,183.0,4.0,6.0,98.0,84.0,147.0,187.0,34.0,0.0,159.0,142.0,210.0,57.0,19.0,35.0,8.0,37.0,1.0,453.0,4.88962472406181,26.647058823529413,130.2941176470588,2724.0,18.0,2215.0,0.0,456.0,509.0,251.0,202.0,gg_quillbot.txt
12,14.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,18.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,34.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,2.0,0.0,19.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,219.0,33.0,87.0,78.0,328.0,56.0,42.0,109.0,205.0,1.0,13.0,115.0,90.0,183.0,160.0,64.0,2.0,164.0,197.0,224.0,75.0,35.0,34.0,9.0,60.0,6.0,490.0,5.283673469387755,24.5,129.45,3143.0,20.0,2589.0,0.0,497.0,554.0,262.0,228.0,h_quillbot.txt
13,10.0,0.0,12.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,7.0,2.0,0.0,0.0,0.0,3.0,1.0,14.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,11.0,8.0,4.0,4.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,172.0,30.0,74.0,65.0,247.0,38.0,26.0,103.0,219.0,2.0,10.0,101.0,84.0,157.0,135.0,41.0,2.0,106.0,127.0,180.0,75.0,23.0,45.0,3.0,46.0,0.0,462.0,4.56926406926407,20.08695652173913,91.78260869565217,2676.0,80.0,2111.0,16.0,474.0,549.0,276.0,186.0,hh_quillbot.txt
14,11.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,1.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,2.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,18.0,4.0,6.0,1.0,11.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,27.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,197.0,30.0,61.0,78.0,283.0,45.0,46.0,103.0,225.0,4.0,15.0,86.0,74.0,159.0,158.0,55.0,0.0,127.0,145.0,233.0,60.0,20.0,37.0,7.0,37.0,3.0,487.0,4.698151950718686,20.291666666666668,95.33333333333333,2848.0,42.0,2288.0,0.0,491.0,560.0,279.0,208.0,i_quillbot.txt
15,18.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,14.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,176.0,24.0,48.0,104.0,261.0,46.0,44.0,136.0,145.0,5.0,7.0,65.0,55.0,135.0,134.0,31.0,1.0,129.0,127.0,199.0,50.0,17.0,63.0,5.0,27.0,0.0,445.0,4.570786516853933,10.853658536585366,49.609756097560975,2573.0,57.0,2034.0,6.0,452.0,533.0,264.0,181.0,ii_quillbot.txt
16,14.0,1.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,7.0,3.0,1.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,9.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,2.0,0.0,1.0,203.0,24.0,95.0,70.0,302.0,56.0,57.0,101.0,160.0,3.0,5.0,81.0,50.0,152.0,168.0,43.0,1.0,165.0,155.0,245.0,55.0,20.0,22.0,10.0,43.0,1.0,470.0,4.865957446808511,18.076923076923077,87.96153846153847,2858.0,52.0,2287.0,11.0,484.0,560.0,262.0,208.0,j_quillbot.txt
17,2.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,5.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,57.0,78.0,105.0,297.0,44.0,66.0,122.0,167.0,2.0,10.0,78.0,86.0,212.0,147.0,38.0,2.0,195.0,168.0,197.0,73.0,12.0,67.0,3.0,41.0,7.0,451.0,5.565410199556541,14.09375,78.125,3177.0,167.0,2500.0,44.0,472.0,623.0,214.0,237.0,jj_quillbot.txt
18,12.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,17.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,2.0,3.0,1.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,160.0,29.0,52.0,73.0,250.0,33.0,52.0,135.0,152.0,5.0,27.0,86.0,65.0,124.0,147.0,34.0,3.0,107.0,121.0,193.0,46.0,22.0,41.0,4.0,40.0,0.0,467.0,4.284796573875803,13.735294117647058,58.85294117647059,2565.0,61.0,2001.0,0.0,475.0,564.0,301.0,166.0,k_quillbot.txt
19,10.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,11.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,12.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,217.0,49.0,78.0,70.0,319.0,44.0,25.0,138.0,152.0,0.0,20.0,73.0,51.0,169.0,154.0,46.0,4.0,146.0,156.0,239.0,60.0,24.0,56.0,11.0,43.0,4.0,483.0,4.86128364389234,18.576923076923077,90.3076923076923,2929.0,50.0,2348.0,1.0,492.0,580.0,278.0,205.0,kk_quillbot.txt
20,14.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,21.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,167.0,37.0,79.0,71.0,265.0,37.0,60.0,95.0,164.0,4.0,13.0,113.0,46.0,167.0,193.0,48.0,1.0,134.0,135.0,187.0,63.0,28.0,43.0,1.0,35.0,4.0,462.0,4.742424242424242,21.0,99.54545454545455,2726.0,51.0,2190.0,8.0,465.0,527.0,258.0,204.0,l_quillbot.txt
21,13.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,14.0,4.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,209.0,43.0,97.0,73.0,252.0,39.0,53.0,81.0,177.0,2.0,17.0,122.0,56.0,163.0,155.0,52.0,4.0,115.0,161.0,202.0,53.0,18.0,24.0,5.0,51.0,0.0,461.0,4.8242950108459866,18.44,88.96,2777.0,66.0,2224.0,7.0,470.0,546.0,253.0,208.0,ll_quillbot.txt
22,11.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,17.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,219.0,36.0,69.0,78.0,299.0,52.0,49.0,81.0,167.0,6.0,7.0,123.0,63.0,150.0,175.0,69.0,2.0,164.0,138.0,227.0,74.0,36.0,36.0,10.0,45.0,3.0,448.0,5.308035714285714,24.88888888888889,132.11111111111111,2940.0,40.0,2378.0,36.0,462.0,526.0,225.0,223.0,m_quillbot.txt
23,14.0,1.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,32.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,17.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,170.0,27.0,56.0,89.0,223.0,38.0,51.0,110.0,147.0,11.0,24.0,68.0,48.0,161.0,131.0,36.0,2.0,87.0,138.0,167.0,50.0,12.0,45.0,1.0,30.0,2.0,450.0,4.275555555555556,28.125,120.25,2455.0,57.0,1924.0,0.0,454.0,531.0,285.0,165.0,mm_quillbot.txt
24,21.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,1.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,19.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,213.0,27.0,124.0,82.0,287.0,60.0,37.0,120.0,198.0,4.0,6.0,106.0,68.0,160.0,186.0,49.0,3.0,148.0,204.0,222.0,73.0,19.0,35.0,9.0,38.0,1.0,479.0,5.175365344467641,22.80952380952381,118.04761904761905,3045.0,43.0,2479.0,0.0,480.0,566.0,244.0,235.0,n_quillbot.txt
25,10.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,15.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,189.0,38.0,72.0,88.0,267.0,53.0,33.0,113.0,218.0,7.0,10.0,99.0,68.0,171.0,172.0,41.0,1.0,110.0,130.0,218.0,51.0,41.0,39.0,4.0,47.0,1.0,464.0,4.915948275862069,17.846153846153847,87.73076923076923,2843.0,76.0,2281.0,4.0,471.0,558.0,259.0,205.0,nn_quillbot.txt
26,8.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,22.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,27.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,5.0,158.0,35.0,56.0,65.0,282.0,34.0,34.0,121.0,130.0,6.0,15.0,85.0,45.0,129.0,161.0,33.0,3.0,99.0,113.0,188.0,66.0,31.0,63.0,7.0,62.0,0.0,449.0,4.501113585746102,22.45,101.05,2566.0,29.0,2021.0,9.0,462.0,536.0,260.0,189.0,o_quillbot.txt
